Quality_Score,Species,Owner,Country of Origin,Company,Altitude,Region,Producer,Number of Bags,In-Country Partner,Harvest Year,Grading Date,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Color,Category Two Defects,Certification Body,date_diff
82.0,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,"RED ON TREE CO., LTD.",600-700 M,"Dongshan Dist., Tainan City 臺南市東山區","Lin Huang, A-Mien 黃阿綿",30,Specialty Coffee Association,2012-01-01 00:00:00,2013-06-03,Typica,Completed,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,Sample  82.00,12%,0 full defects,Bluish-Green,0 full defects,Specialty Coffee Association,365
82.0,Arabica,Owen Carver,Brazil,Café do Paraíso,894m - 1183m,"Minas Gerais, BR",Café do Paraíso,1,Specialty Coffee Association,2012-01-01 00:00:00,2013-05-21,Mundo Novo,Completed,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,Sample  82.00,11%,0 full defects,Blue-Green,0 full defects,Specialty Coffee Association,365
82.0,Arabica,JORGE OCTAVIO ESCAMILLA PRADO,Mexico,N/A,940,COSCOMATEPEC,JORGE OCTAVIO ESCAMILLA PRADO,15,AMECAFE,2012-01-01 00:00:00,2012-07-11,Typica,Completed,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,Sample  82.00,12%,0 full defects,Green,1 full defects,AMECAFE,365
82.0,Arabica,NUCOFFEE,Brazil,NUCOFFEE,1000m,South of Minas Gerais,Vander Bonaccorsi,50,NUCOFFEE,2012-01-01 00:00:00,2012-06-04,Mundo Novo,Completed,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,Sample  82.00,12%,0 full defects,Green,1 full defects,NUCOFFEE,365
82.0,Arabica,NUCOFFEE,Brazil,NUCOFFEE,1050m,Cerrado of Minas Gerais,José Hiroiti,75,NUCOFFEE,2012-01-01 00:00:00,2012-04-11,Catuai,Completed,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,Sample  82.00,11%,0 full defects,Blue-Green,1 full defects,NUCOFFEE,365
82.0,Arabica,Juan Luis Alvarado Romero,Guatemala,"ELFASA, S.A.",N/A,SAN MARCOS,PAUL STAUDER,250,Asociacion Nacional Del Café,2012-01-01 00:00:00,2012-03-26,Bourbon,Completed,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,Sample  82.00,11%,0 full defects,Green,3 full defects,Asociacion Nacional Del Café,365
82.0,Arabica,NUCOFFEE,Brazil,NUCOFFEE,950m,South of Minas Gerais,Maria da Gloria Junqueira,53,NUCOFFEE,2012-01-01 00:00:00,2012-02-17,Mundo Novo,Completed,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,Sample  82.00,12%,0 full defects,Green,2 full defects,NUCOFFEE,365
82.0,Arabica,Felipe Isaza,Guatemala,Coffee Resources Inc.,"4,600 ft.",Oriente,Conquista/Morito,250,Specialty Coffee Association,2012-01-01 00:00:00,2012-02-01,Bourbon,Completed,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,Sample  82.00,0%,0 full defects,Green,10 full defects,Specialty Coffee Association,365
82.0,Arabica,Racafe & Cia S.C.A,Colombia,N/A,De 1.600 a 1.950 msn,Huila,"Grupo Monserrate, La Plata",150,Almacafé,N/A,2011-07-29,Caturra,Completed,Other,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8.0,Sample  82.00,7%,0 full defects,None,2 full defects,Almacafé,365
81.92,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX GUATEMALA, S.A.",1901,ORIENTE,"AGRICOLA EL PILAR, S.A.",25,Asociacion Nacional Del Café,2017-01-01 00:00:00,2017-08-22,Bourbon,Completed,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,Sample  81.92,10%,0 full defects,Green,1 full defects,Asociacion Nacional Del Café,365
81.92,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX GUATEMALA, S.A.",4000,SANTA ROSA,OTTO BECKER,50,Asociacion Nacional Del Café,2017-01-01 00:00:00,2017-06-22,Bourbon,Completed,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,Sample  81.92,11%,0 full defects,Green,0 full defects,Asociacion Nacional Del Café,365
81.92,Arabica,Bismarck Castro,Honduras,CIGRAH S.A DE C.V,1400,Comayagua,Reinerio Zepeda,274,Instituto Hondureño del Café,2017-01-01 00:00:00,2017-06-01,Caturra,Completed,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,Sample  81.92,12%,0 full defects,Green,1 full defects,Instituto Hondureño del Café,365
81.92,Arabica,Gabriel Barbara,Brazil,Volcafe Ltda.,1020,"Monte Carmelo, Cerrado",Múcio Cardoso,305,Brazil Specialty Coffee Association,2016-01-01 00:00:00,2016-10-26,Catuai,Completed,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,Sample  81.92,11%,0 full defects,Green,4 full defects,Brazil Specialty Coffee Association,365
81.92,Arabica,Consejo Salvadoreño del Café,El Salvador,Consejo Salvadoreño del Café,1250,El bálsamo - Quezaltepec,"Comercial Exportadora, S.A. de C.V.",275,Salvadoran Coffee Council,2014-01-01 00:00:00,2015-05-05,Bourbon,Completed,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,Sample  81.92,11%,0 full defects,Green,2 full defects,Salvadoran Coffee Council,365
81.92,Arabica,Juan Luis Alvarado Romero,Guatemala,Asociación Nacional del Café - Anacafe -,1300 A 1800 MTRS. A NIVEL DEL MAR,NUEVO ORIENTE,OVIDIO CARDONA,275,Asociacion Nacional Del Café,2015-01-01 00:00:00,2015-04-20,Catuai,Completed,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,Sample  81.92,11%,0 full defects,Green,7 full defects,Asociacion Nacional Del Café,365
81.92,Arabica,Mcomafa Co Ltd,Tanzania,Mcomafa Co. Ltd,1877,Mbeya,Mcomafa,114,Africa Fine Coffee Association,2014-01-01 00:00:00,2015-01-06,Other,Completed,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,Sample  81.92,12%,0 full defects,Green,4 full defects,Africa Fine Coffee Association,365
81.92,Arabica,Chris Finch,Nicaragua,Volcafe Specialty Coffee,N/A,Unknown,N/A,275,Specialty Coffee Association,2013-01-01 00:00:00,2014-07-29,Other,Completed,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,7.33,Sample  81.92,12%,3 full defects,Green,4 full defects,Specialty Coffee Association,365
81.92,Arabica,LUSSO LAB,Zambia,LUSSO COFFEE LAB,"1,000-1,500m",Mubuyu Estate,N/A,13,Specialty Coffee Association,2014-01-01 00:00:00,2014-06-20,SL28,Completed,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,7.25,Sample  81.92,0%,1 full defects,None,3 full defects,Specialty Coffee Association,365
81.92,Arabica,Rob Tuttle,Honduras,Thrive Farmers,N/A,Unknown,N/A,1,Specialty Coffee Association,2012-01-01 00:00:00,2014-01-17,Other,Completed,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.42,Sample  81.92,11%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
81.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Blossom Valley宸嶧國際,1000 M,Taichung Xinshe 台中市新社區,Chen gui jiao 陳桂嬌,35,Blossom Valley International,2012-01-01 00:00:00,2013-12-26,Typica,Completed,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,Sample  81.92,11%,0 full defects,Green,0 full defects,Blossom Valley International,365
81.92,Arabica,CALIXTO GUILLEN VAZQUEZ,Mexico,"FINCA TRIUNFO VERDE, S.C.",1300,CHIAPAS,VARIOS PRODUCTORES,450,AMECAFE,2013-01-01 00:00:00,2013-03-29,Bourbon,Completed,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,Sample  81.92,12%,0 full defects,Green,6 full defects,AMECAFE,365
81.92,Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,N/A,981,"CHAPULHUACAN, HIDALGO","PONCE RUBIO, VENANCIO",10,AMECAFE,2012-01-01 00:00:00,2012-09-27,Typica,Completed,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,Sample  81.92,13%,2 full defects,None,7 full defects,AMECAFE,365
81.92,Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,N/A,690,"HUAZALINGO, HIDALGO","FRANCISCO SAENZ, FERNANDO",10,AMECAFE,2012-01-01 00:00:00,2012-09-27,Mundo Novo,Completed,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,Sample  81.92,14%,2 full defects,None,8 full defects,AMECAFE,365
81.92,Arabica,JUAN HERMILIO SAMPIERI CARCAMO,Mexico,N/A,1650,VERACRUZ,JUAN HERMILIO SAMPIERI CARCAMO,30,AMECAFE,2012-01-01 00:00:00,2012-07-11,Other,Completed,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,Sample  81.92,12%,0 full defects,Green,4 full defects,AMECAFE,365
81.92,Arabica,MODESTO LANDEROS FLORES,Mexico,N/A,1000,FORTÍN DE LAS FLORES,MODESTO LANDEROS FLORES,62,AMECAFE,2012-01-01 00:00:00,2012-07-11,Bourbon,Completed,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,Sample  81.92,12%,0 full defects,Green,0 full defects,AMECAFE,365
81.92,Arabica,NUCOFFEE,Brazil,NUCOFFEE,1100m,Grama Valley,Fioravante Malagutti,8,NUCOFFEE,2012-01-01 00:00:00,2012-02-29,Mundo Novo,Completed,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,Sample  81.92,12%,0 full defects,Green,3 full defects,NUCOFFEE,365
81.92,Arabica,Exportadora de Cafe Condor S.A,Colombia,N/A,1600 m.s.n.m,Cundinamarca,Exportadora de Café Cóndor S.A,250,Almacafé,2010-01-01 00:00:00,2011-02-01,Other,Completed,Other,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.33,Sample  81.92,9%,0 full defects,None,1 full defects,Almacafé,365
81.83,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX GUATEMALA, S.A.",518,ORIENTE,JESUS RAMIREZ,25,Asociacion Nacional Del Café,2017-01-01 00:00:00,2017-08-22,Bourbon,Completed,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,Sample  81.83,10%,1 full defects,Green,1 full defects,Asociacion Nacional Del Café,365
81.83,Arabica,Troy Quimby,Costa Rica,Bold Coast Coffee,1900,Tarrazu,Manuel Montero,15,Specialty Coffee Association,2016-01-01 00:00:00,2017-02-13,Catuai,Completed,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,Sample  81.83,0%,1 full defects,Green,4 full defects,Specialty Coffee Association,365
81.83,Arabica,Gabriel Barbara,Brazil,Volcafe Ltda.,973,Monte Carmelo - Cerrado,Helena Pingnatti Ricci,200,Brazil Specialty Coffee Association,2016-01-01 00:00:00,2017-01-20,Mundo Novo,Completed,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,Sample  81.83,11%,0 full defects,Green,3 full defects,Brazil Specialty Coffee Association,365
81.83,Arabica,Aulia Arif Syahri,Indonesia,PT. Olam Indonesia,1250,BALI,MUDAR,166,Specialty Coffee Association,2015-01-01 00:00:00,2017-01-19,Other,Completed,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,Sample  81.83,11%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
81.83,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX GUATEMALA, S.A.",3280,NORTE,CHAPULTEPEC,130,Asociacion Nacional Del Café,2015-01-01 00:00:00,2016-08-02,Bourbon,Completed,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,Sample  81.83,10%,2 full defects,Green,6 full defects,Asociacion Nacional Del Café,365
81.83,Arabica,Ipanema Coffees,Brazil,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,320,Brazil Specialty Coffee Association,2015-01-01 00:00:00,2015-10-08,Yellow Bourbon,Completed,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,Sample  81.83,0%,0 full defects,Green,1 full defects,Brazil Specialty Coffee Association,365
81.83,Arabica,Ipanema Coffees,Brazil,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,300,Brazil Specialty Coffee Association,2015-01-01 00:00:00,2015-10-08,Yellow Bourbon,Completed,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,Sample  81.83,0%,0 full defects,Green,0 full defects,Brazil Specialty Coffee Association,365
81.83,Arabica,U Mg Mg,Myanmar,N/A,4001,Ywar Ngan,U Mg Mg,1,Coffee Quality Institute,2015-01-01 00:00:00,2015-07-17,Catuai,Completed,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,Sample  81.83,0%,0 full defects,Green,2 full defects,Coffee Quality Institute,365
81.83,Arabica,VIRIDIANA,Mexico,AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,1350-1500,CHIAPAS,MARTINIANO A. MORENO ALVARADO,250,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015-01-01 00:00:00,2015-06-25,Catuai,Completed,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,Sample  81.83,11%,0 full defects,Green,7 full defects,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,365
81.83,Arabica,CADEXSA,Honduras,CADEXSA,1400 MSNM,MARCALA,JOSE OMAR ACOSTA,275,Instituto Hondureño del Café,2015-01-01 00:00:00,2015-05-12,Catuai,Completed,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,Sample  81.83,12%,0 full defects,Green,1 full defects,Instituto Hondureño del Café,365
81.83,Arabica,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",Costa Rica,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",1200-1400 MASL,TRES RIOS,JOSE FRANCISCO GONZALEZ,275,Specialty Coffee Association of Costa Rica,2015-01-01 00:00:00,2015-05-07,Caturra,Completed,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,Sample  81.83,9%,0 full defects,Green,0 full defects,Specialty Coffee Association of Costa Rica,365
81.83,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,Taiwan Coffee Laboratory,700M,"Dongshan Dist., Tainan City 臺南市東山區",LIN SIN JI 林信吉,8,Specialty Coffee Association,2014-01-01 00:00:00,2015-04-30,Typica,Completed,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,Sample  81.83,0%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
81.83,Arabica,EssenceCoffee,Indonesia,Essence Coffee,1300m,Lington NiHuta,N/A,300,Blossom Valley International,2014-01-01 00:00:00,2015-03-21,Typica,Completed,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,Sample  81.83,11%,2 full defects,None,6 full defects,Blossom Valley International,365
81.83,Arabica,AFCA,Malawi,Mzuzu Coffee Planters Coop Union,1556M,Kakoma,Mzuzu Coffee Coop Union,24,Africa Fine Coffee Association,2014-01-01 00:00:00,2014-10-31,Gesha,Completed,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,Sample  81.83,13%,0 full defects,Green,0 full defects,Africa Fine Coffee Association,365
81.83,Arabica,Ipanema Coffees,Brazil,Ipanema Coffees,1100,South Minas Gerais,Ipanema Agrícola SA,320,Specialty Coffee Association,2014-01-01 00:00:00,2014-10-15,Bourbon,Completed,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,Sample  81.83,11%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
81.83,Arabica,N/A,Honduras,CIGRAH,1350,Comayagua,"Tomás Sosa, Juan Damaso",275,Instituto Hondureño del Café,2014-01-01 00:00:00,2014-05-16,Caturra,Completed,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,Sample  81.83,10%,0 full defects,Green,4 full defects,Instituto Hondureño del Café,365
81.83,Arabica,Kurt Kappeli,Mexico,Globus Coffee,"1,550 meters","Siltepec el Triunfo, Chiapas, Mexico",various small producers,280,Specialty Coffee Association,2014-01-01 00:00:00,2014-04-26,Typica,Completed,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,Sample  81.83,11%,0 full defects,Green,0 full defects,Specialty Coffee Association,365
81.83,Arabica,Racafe & Cia S.C.A,Colombia,Racafe & Cia S.C.A,DE 1.600 A 1950 msnm,HUILA,LA PLATA,50,Almacafé,2013-01-01 00:00:00,2013-07-19,Caturra,Completed,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,Sample  81.83,0%,2 full defects,Bluish-Green,0 full defects,Almacafé,365
81.83,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,N/A,KONA,N/A,19,Specialty Coffee Association,2012-01-01 00:00:00,2013-03-06,Hawaiian Kona,Completed,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,8.0,Sample  81.83,0%,1 full defects,Bluish-Green,1 full defects,Specialty Coffee Association,365
81.83,Arabica,Jacques Pereira Carneiro,Brazil,Exportadora de Cafés Carmo de Minas LTDA,1250,SUL DE MINAS,NAZARETH DIAS PEREIRA,300,Specialty Coffee Association,2012-01-01 00:00:00,2013-03-02,Bourbon,Completed,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,Sample  81.83,12%,0 full defects,Bluish-Green,0 full defects,Specialty Coffee Association,365
81.83,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX (GUATEMALA),S.A",4300,ORIENTE,LUIS RODRIGUEZ,250,Asociacion Nacional Del Café,2013-01-01 00:00:00,2013-02-26,Bourbon,Completed,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,Sample  81.83,11%,0 full defects,Green,1 full defects,Asociacion Nacional Del Café,365
81.83,Arabica,CHRISTINA DUSING,Mexico,N/A,1500,VERACRUZ,MARIA MAGDALENA LUETHJE Y GRIS,302,AMECAFE,2012-01-01 00:00:00,2012-08-31,Bourbon,Completed,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,Sample  81.83,12%,0 full defects,Green,2 full defects,AMECAFE,365
81.83,Arabica,JORGE FRANCISCO MARTINEZ HACHITY,Mexico,N/A,1250,COAEPEC,JORGE FRANCISCO MARTINEZ HACHITY,15,AMECAFE,2012-01-01 00:00:00,2012-07-11,Typica,Completed,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,Sample  81.83,12%,0 full defects,Green,10 full defects,AMECAFE,365
81.83,Arabica,NUCOFFEE,Brazil,N/A,900-950m,Cerrado of Minas Gerais,Marilsa de Fatima Peternela,58,NUCOFFEE,2011-01-01 00:00:00,2011-10-28,Mundo Novo,Completed,Other,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.33,Sample  81.83,2%,0 full defects,None,2 full defects,NUCOFFEE,365
81.83,Arabica,Exportadora de Cafe Condor S.A,Colombia,N/A,1600-1800 msnm,huila,N/A,250,Almacafé,2011-01-01 00:00:00,2011-06-14,Other,Completed,Other,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,Sample  81.83,5%,0 full defects,None,0 full defects,Almacafé,365
81.83,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),N/A,N/A,Kona,N/A,30,Specialty Coffee Association,N/A,2010-05-24,Other,Completed,Other,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,7.33,Sample  81.83,2%,3 full defects,None,12 full defects,Specialty Coffee Association,365
81.75,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX GUATEMALA, S.A.",1700,SAN MARCOS,ANGEL DE LEON,50,Asociacion Nacional Del Café,2017-01-01 00:00:00,2017-06-22,Bourbon,Completed,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,Sample  81.75,11%,0 full defects,Green,1 full defects,Asociacion Nacional Del Café,365
81.75,Arabica,"Sunvirtue Co., Ltd.",Vietnam,"Sunvirtue Co., Ltd.",1040,Vietnam,Richard Yeh,1,Specialty Coffee Association,2014-01-01 00:00:00,2015-12-21,Caturra,Completed,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,8.0,Sample  81.75,12%,0 full defects,Bluish-Green,0 full defects,Specialty Coffee Association,365
81.75,Arabica,Ngorogoro Convenant Estate,Tanzania,Ngorogoro Convenant Estate,1500 - 1700,Ngorogoro,Ngorogoro Convenant Estate,1,Africa Fine Coffee Association,2014-01-01 00:00:00,2015-01-08,Other,Completed,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,Sample  81.75,12%,0 full defects,Bluish-Green,4 full defects,Africa Fine Coffee Association,365
81.75,Arabica,Cafe Politico,Brazil,Cafe Politico,N/A,Unknown,N/A,1,Specialty Coffee Association,2013-01-01 00:00:00,2014-08-25,Other,Completed,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,7.25,Sample  81.75,10%,0 full defects,Bluish-Green,1 full defects,Specialty Coffee Association,365
81.75,Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,N/A,774,"TENANGO DE DORIA, HIDALGO","PEREZ LEMUS, FELIX",10,AMECAFE,2012-01-01 00:00:00,2012-09-27,Bourbon,Completed,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,7.5,Sample  81.75,13%,2 full defects,None,9 full defects,AMECAFE,365
81.75,Arabica,SERGIO LANDA ALARCON,Mexico,N/A,1250,TEPICTLA,SERGIO LANDA ALARCON,100,AMECAFE,2012-01-01 00:00:00,2012-09-10,Mundo Novo,Completed,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.25,Sample  81.75,13%,0 full defects,Green,23 full defects,AMECAFE,365
81.75,Arabica,DIEGO MANUEL WOOLRICH RAMIREZ,Mexico,N/A,1100,OAXACA,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN",42,AMECAFE,2012-01-01 00:00:00,2012-09-04,Typica,Completed,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,Sample  81.75,11%,0 full defects,Green,1 full defects,AMECAFE,365
81.75,Arabica,ARMANDO LUIS POHLENZ MARTINEZ,Mexico,BENEFICIO CUSTEPEC S.A. DE C.V.,1550,LA CONCORDIA,ARMANDO LUIS POHLENZ MARTINEZ,250,AMECAFE,2012-01-01 00:00:00,2012-08-30,Caturra,Completed,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,Sample  81.75,12%,10 full defects,Green,14 full defects,AMECAFE,365
81.75,Arabica,Enrique Eduardo Lopez Aguilar,Mexico,FINCA LAS NUBES,1650,LA CONCORDIA,GRACIELA AGUILAR PERALTA,28,AMECAFE,2012-01-01 00:00:00,2012-06-06,Typica,Completed,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,7.33,Sample  81.75,12%,0 full defects,None,1 full defects,AMECAFE,365
81.75,Arabica,Exportadora de Cafe Condor S.A,Colombia,Exportadora de Cafe Condor S.A,1750 msnm,Huila,N/A,250,Almacafé,2011-01-01 00:00:00,2011-12-22,Caturra,Completed,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,Sample  81.75,0%,0 full defects,Green,1 full defects,Almacafé,365
81.75,Arabica,Racafe & Cia S.C.A,Colombia,N/A,De 1600 a 1950 msnm,Huila,La Plata,275,Almacafé,N/A,2011-10-04,Other,Completed,Other,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,7.5,Sample  81.75,8%,0 full defects,None,0 full defects,Almacafé,365
81.67,Arabica,Ipanema Coffees,Brazil,Ipanema Coffees,890,South of Minas Gerais,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2017-01-01 00:00:00,2017-10-20,Bourbon,Completed,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,Sample  81.67,11%,0 full defects,Green,5 full defects,Brazil Specialty Coffee Association,365
81.67,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX GUATEMALA, S.A.",1700,SAN MARCOS,ANGEL DE LEON,50,Asociacion Nacional Del Café,2017-01-01 00:00:00,2017-08-22,Bourbon,Completed,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,Sample  81.67,10%,0 full defects,Green,1 full defects,Asociacion Nacional Del Café,365
81.67,Arabica,Juan Luis Alvarado Romero,Guatemala,"UNEX GUATEMALA, S.A.",4000,SANTA ROSA,JESUS RAMIREZ,80,Asociacion Nacional Del Café,2017-01-01 00:00:00,2017-06-05,Bourbon,Completed,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,Sample  81.67,12%,0 full defects,Green,3 full defects,Asociacion Nacional Del Café,365
81.67,Arabica,CADEXSA,Honduras,CADEXSA,1450,MARCALA,JOSE OMAR ACOSTA,275,Instituto Hondureño del Café,2016-01-01 00:00:00,2016-05-02,Catuai,Completed,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,Sample  81.67,11%,0 full defects,Blue-Green,2 full defects,Instituto Hondureño del Café,365
81.67,Arabica,Taylor Winch (Coffee) Ltd.,Tanzania,VOLCAFE/TaylorWinch Tanzania Ltd,1800,Mbinga,Ngima Amcos,320,Tanzanian Coffee Board,2016-01-01 00:00:00,2016-04-27,Other,Completed,Other,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,7.58,Sample  81.67,0%,0 full defects,Green,1 full defects,Tanzanian Coffee Board,365
